NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT	18	17		
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	129	123		
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	106	79		
GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION	66	61		
GOBP_POSITIVE_REGULATION_OF_CELL_MATURATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_BY_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	21	21		
GOBP_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS	66	66		
GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	1443		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	462	434		
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_IN_BONE_MARROW	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_SIZE	19	18		
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	140	132		
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	35	34		
GOBP_POSITIVE_REGULATION_OF_CENTRIOLE_ELONGATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CENTRIOLE_REPLICATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CENTROSOME_DUPLICATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CGMP_MEDIATED_SIGNALING	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_1_PRODUCTION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	15	15		
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	86	76		
GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS	165	142		
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	33	26		
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	22	15		
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_STORAGE	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	22	20		
GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_PROLIFERATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHROMATIN_BINDING	15	15		
GOBP_POSITIVE_REGULATION_OF_CHROMATIN_ORGANIZATION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_CONDENSATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	107	105		
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	30	29		
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION	30	30		
GOBP_POSITIVE_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY	32	31		
GOBP_POSITIVE_REGULATION_OF_CILIUM_MOVEMENT	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM	27	21		
GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_NON_REM_SLEEP	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CLATHRIN_DEPENDENT_ENDOCYTOSIS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_COAGULATION	29	26		
GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	101	95		
GOBP_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	40	35		
GOBP_POSITIVE_REGULATION_OF_COLLATERAL_SPROUTING	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_COMPLEMENT_ACTIVATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CORE_PROMOTER_BINDING	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CORTICOSTEROID_HORMONE_SECRETION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYCLASE_ACTIVITY	39	33		
GOBP_POSITIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	25	24		
GOBP_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	148	139		
GOBP_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYTOCHROME_C_OXIDASE_ACTIVITY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS	48	35		
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	543	482		
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	112	95		
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	31	25		
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSPORT	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	195	182		
GOBP_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	202	163		
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	514	458		
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	33	32		
GOBP_POSITIVE_REGULATION_OF_DENDRITE_DEVELOPMENT	22	20		
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_CYTOKINE_PRODUCTION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	66	66		
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	30	30		
GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION	59	57		
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	221	202		
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PIGMENTATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	1531		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING	58	53		
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	269	254		
GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	77	76		
GOBP_POSITIVE_REGULATION_OF_DNA_CATABOLIC_PROCESS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	15	15		
GOBP_POSITIVE_REGULATION_OF_DNA_DEMETHYLATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	321	310		
GOBP_POSITIVE_REGULATION_OF_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_FORMATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION	73	68		
GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR	132	129		
GOBP_POSITIVE_REGULATION_OF_DNA_REPLICATION	49	48		
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	66	64		
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	74	71		
GOBP_POSITIVE_REGULATION_OF_DOPAMINERGIC_NEURON_DIFFERENTIATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DOPAMINE_SECRETION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	86	85		
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	38	37		
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	15	15		
GOBP_POSITIVE_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EATING_BEHAVIOR	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT	24	18		
GOBP_POSITIVE_REGULATION_OF_ENAMEL_MINERALIZATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOCYTIC_RECYCLING	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS	202	181		
GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	25	20		
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	17	17		
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS_BY_VEGF_ACTIVATED_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DEVELOPMENT	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MATRIX_ADHESION_VIA_FIBRONECTIN	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	110	110		
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	103	91		
GOBP_POSITIVE_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION	22	21		
GOBP_POSITIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	26	24		
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	48	42		
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	63	53		
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	162	158		
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	234	205		
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_WOUND_HEALING	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	54	52		
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TUBE_FORMATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ERAD_PATHWAY	18	18		
GOBP_POSITIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	26	23		
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	247	205		
GOBP_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	28	28		
GOBP_POSITIVE_REGULATION_OF_ER_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	361	332		
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_TELOMERE	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	42	41		
GOBP_POSITIVE_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXIT_FROM_MITOSIS	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS	101	93		
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	31	30		
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	63	60		
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	16	15		
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	28	22		
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	50	42		
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_OXIDATION	22	21		
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT	26	22		
GOBP_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	71	69		
GOBP_POSITIVE_REGULATION_OF_FAT_CELL_PROLIFERATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_PHAGOCYTOSIS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FEAR_RESPONSE	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FEEDING_BEHAVIOR	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FEMALE_RECEPTIVITY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FERTILIZATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FEVER_GENERATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_PRODUCTION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_MIGRATION	26	23		
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	79	74		
GOBP_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY	37	32		
GOBP_POSITIVE_REGULATION_OF_FLAGELLATED_SPERM_MOTILITY_INVOLVED_IN_CAPACITATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_G0_TO_G1_TRANSITION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE	45	43		
GOBP_POSITIVE_REGULATION_OF_GAMMA_AMINOBUTYRIC_ACID_SECRETION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GAP_JUNCTION_ASSEMBLY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GASTRO_INTESTINAL_SYSTEM_SMOOTH_MUSCLE_CONTRACTION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GASTRULATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	1299		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GERMINAL_CENTER_FORMATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	58	51		
GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_MIGRATION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION	30	30		
GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS	93	86		
GOBP_POSITIVE_REGULATION_OF_GLOMERULAR_MESANGIAL_CELL_PROLIFERATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLOMERULUS_DEVELOPMENT	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLUCOCORTICOID_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLUCOCORTICOID_SECRETION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLUCONEOGENESIS	26	24		
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_IMPORT	45	41		
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	55	49		
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT	55	49		
GOBP_POSITIVE_REGULATION_OF_GLUTAMATE_SECRETION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	21	18		
GOBP_POSITIVE_REGULATION_OF_GLYCOGEN_STARCH_SYNTHASE_ACTIVITY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLYCOLYTIC_PROCESS	27	25		
GOBP_POSITIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	26	23		
GOBP_POSITIVE_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GONADOTROPIN_SECRETION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GONAD_DEVELOPMENT	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	37	27		
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GROWTH	324	284		
GOBP_POSITIVE_REGULATION_OF_GROWTH_HORMONE_SECRETION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY	253	245		
GOBP_POSITIVE_REGULATION_OF_GTP_BINDING	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	32	28		
GOBP_POSITIVE_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HAIR_FOLLICLE_MATURATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEART_GROWTH	51	46		
GOBP_POSITIVE_REGULATION_OF_HEART_RATE	30	28		
GOBP_POSITIVE_REGULATION_OF_HEAT_GENERATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HELICASE_ACTIVITY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEMOGLOBIN_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS	212	192		
GOBP_POSITIVE_REGULATION_OF_HEPATIC_STELLATE_CELL_ACTIVATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEPATOCYTE_PROLIFERATION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEXOKINASE_ACTIVITY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HIPPO_SIGNALING	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HISTONE_ACETYLATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HISTONE_METHYLATION	18	16		
GOBP_POSITIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	25	18		
GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION	193	167		
GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	23	15		
GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HYALURONAN_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	539	494		
GOBP_POSITIVE_REGULATION_OF_ICOSANOID_SECRETION	21	17		
GOBP_POSITIVE_REGULATION_OF_IMMATURE_T_CELL_PROLIFERATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	315	263		
GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	775		Rejected!	
GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	1147		Rejected!	
GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	83	66		
GOBP_POSITIVE_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY	24	23		
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	162	143		
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	43	31		
GOBP_POSITIVE_REGULATION_OF_INHIBITORY_POSTSYNAPTIC_POTENTIAL	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION	115	102		
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS	49	45		
GOBP_POSITIVE_REGULATION_OF_INTEGRIN_ACTIVATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	28	27		
GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	52	47		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	44	42		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	45	39		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION	27	27		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_18_PRODUCTION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION	58	53		
